ImmGenATAC1219.peak_19	human531027
ImmGenATAC1219.peak_361549	human518116
ImmGenATAC1219.peak_361550	human518118
ImmGenATAC1219.peak_361551	human518121
ImmGenATAC1219.peak_361552	human518129
ImmGenATAC1219.peak_361553	human518130
ImmGenATAC1219.peak_361554	human518131
ImmGenATAC1219.peak_361555	human518132
ImmGenATAC1219.peak_361559	human518134
ImmGenATAC1219.peak_361561	human518135
ImmGenATAC1219.peak_361563	human518136
ImmGenATAC1219.peak_361564	human518142
ImmGenATAC1219.peak_361565	human518149
ImmGenATAC1219.peak_361567	human518153
ImmGenATAC1219.peak_361579	human518165
ImmGenATAC1219.peak_361580	human518166
ImmGenATAC1219.peak_361585	human518169
ImmGenATAC1219.peak_361586	human518170
ImmGenATAC1219.peak_361587	human518173
ImmGenATAC1219.peak_361588	human518174
ImmGenATAC1219.peak_361590	human518175
ImmGenATAC1219.peak_361591	human518180
ImmGenATAC1219.peak_361593	human518181
ImmGenATAC1219.peak_361594	human518183
ImmGenATAC1219.peak_361595	human518187
ImmGenATAC1219.peak_361597	human518188
ImmGenATAC1219.peak_361599	human518189
ImmGenATAC1219.peak_361600	human518190
ImmGenATAC1219.peak_361601	human518192
ImmGenATAC1219.peak_361602	human518193
ImmGenATAC1219.peak_361609	human518209
ImmGenATAC1219.peak_361614	human518216
ImmGenATAC1219.peak_361617	human518222
ImmGenATAC1219.peak_361622	human518231
ImmGenATAC1219.peak_361623	human518232
ImmGenATAC1219.peak_361625	human518233
ImmGenATAC1219.peak_361631	human518246
ImmGenATAC1219.peak_361640	human518265
ImmGenATAC1219.peak_361643	human518269
ImmGenATAC1219.peak_361644	human518270
ImmGenATAC1219.peak_361646	human518272
ImmGenATAC1219.peak_361652	human518278
ImmGenATAC1219.peak_361655	human518281
ImmGenATAC1219.peak_361657	human518282
ImmGenATAC1219.peak_361660	human518285
ImmGenATAC1219.peak_361684	human518317
ImmGenATAC1219.peak_361689	human518321
ImmGenATAC1219.peak_361691	human518323
ImmGenATAC1219.peak_361692	human518324
ImmGenATAC1219.peak_361699	human518337
ImmGenATAC1219.peak_361701	human518338
ImmGenATAC1219.peak_361703	human518339
ImmGenATAC1219.peak_361727	human518368
ImmGenATAC1219.peak_361728	human518371
ImmGenATAC1219.peak_361730	human518372
ImmGenATAC1219.peak_361736	human518376
ImmGenATAC1219.peak_361748	human518394
ImmGenATAC1219.peak_361750	human518400
ImmGenATAC1219.peak_361751	human518401
ImmGenATAC1219.peak_361753	human518402
ImmGenATAC1219.peak_361755	human518404
ImmGenATAC1219.peak_361758	human518405
ImmGenATAC1219.peak_361759	human518408
ImmGenATAC1219.peak_361766	human518410
ImmGenATAC1219.peak_361770	human518416
ImmGenATAC1219.peak_361771	human518417
ImmGenATAC1219.peak_361772	human518418
ImmGenATAC1219.peak_361777	human518425
ImmGenATAC1219.peak_361779	human518427
ImmGenATAC1219.peak_361780	human518428
ImmGenATAC1219.peak_361784	human518431
ImmGenATAC1219.peak_361785	human518432
ImmGenATAC1219.peak_361789	human518440
ImmGenATAC1219.peak_361791	human518441
ImmGenATAC1219.peak_361799	human518447
ImmGenATAC1219.peak_361802	human518450
ImmGenATAC1219.peak_361806	human518456
ImmGenATAC1219.peak_361807	human518457
ImmGenATAC1219.peak_361808	human518461
ImmGenATAC1219.peak_361818	human518465
ImmGenATAC1219.peak_361823	human518475
ImmGenATAC1219.peak_361824	human518481
ImmGenATAC1219.peak_361825	human518482
ImmGenATAC1219.peak_361831	human518485
ImmGenATAC1219.peak_361833	human518486
ImmGenATAC1219.peak_361834	human518487
ImmGenATAC1219.peak_361836	human518489
ImmGenATAC1219.peak_361838	human518495
ImmGenATAC1219.peak_361840	human518496
ImmGenATAC1219.peak_361842	human518497
ImmGenATAC1219.peak_361844	human518498
ImmGenATAC1219.peak_361856	human518516
ImmGenATAC1219.peak_361857	human518519
ImmGenATAC1219.peak_361874	human518538
ImmGenATAC1219.peak_361886	human518581
ImmGenATAC1219.peak_361898	human518595
ImmGenATAC1219.peak_361899	human518596
ImmGenATAC1219.peak_361909	human518626
ImmGenATAC1219.peak_361919	human518640
ImmGenATAC1219.peak_361920	human518643
ImmGenATAC1219.peak_361921	human518644
ImmGenATAC1219.peak_361922	human518645
ImmGenATAC1219.peak_361923	human518646
ImmGenATAC1219.peak_361926	human518647
ImmGenATAC1219.peak_361931	human518656
ImmGenATAC1219.peak_361932	human518658
ImmGenATAC1219.peak_361933	human518659
ImmGenATAC1219.peak_361934	human518660
ImmGenATAC1219.peak_361962	human518679
ImmGenATAC1219.peak_361968	human518690
ImmGenATAC1219.peak_361969	human518691
ImmGenATAC1219.peak_361977	human518697
ImmGenATAC1219.peak_361979	human518703
ImmGenATAC1219.peak_361982	human518706
ImmGenATAC1219.peak_361984	human518707
ImmGenATAC1219.peak_361985	human518710
ImmGenATAC1219.peak_361993	human518715
ImmGenATAC1219.peak_361994	human518717
ImmGenATAC1219.peak_362031	human518761
ImmGenATAC1219.peak_362045	human518768
ImmGenATAC1219.peak_362078	human518777
ImmGenATAC1219.peak_362102	human518779
ImmGenATAC1219.peak_362106	human518789
ImmGenATAC1219.peak_362110	human518795
ImmGenATAC1219.peak_362112	human518796
ImmGenATAC1219.peak_362143	human518837
ImmGenATAC1219.peak_362144	human518839
ImmGenATAC1219.peak_362146	human518840
ImmGenATAC1219.peak_362152	human518849
ImmGenATAC1219.peak_362171	human518880
ImmGenATAC1219.peak_362181	human518893
ImmGenATAC1219.peak_362188	human518902
ImmGenATAC1219.peak_362196	human518911
ImmGenATAC1219.peak_362197	human518912
ImmGenATAC1219.peak_362198	human518913
ImmGenATAC1219.peak_362199	human518914
ImmGenATAC1219.peak_362200	human518915
ImmGenATAC1219.peak_362201	human518916
ImmGenATAC1219.peak_362206	human518933
ImmGenATAC1219.peak_362217	human518973
ImmGenATAC1219.peak_362223	human519005
ImmGenATAC1219.peak_362226	human519011
ImmGenATAC1219.peak_362229	human519015
ImmGenATAC1219.peak_362230	human519016
ImmGenATAC1219.peak_362234	human519018
ImmGenATAC1219.peak_362235	human519022
ImmGenATAC1219.peak_362237	human519026
ImmGenATAC1219.peak_362238	human519027
ImmGenATAC1219.peak_362246	human519049
ImmGenATAC1219.peak_362256	human519066
ImmGenATAC1219.peak_362270	human519088
ImmGenATAC1219.peak_362279	human519099
ImmGenATAC1219.peak_362282	human519101
ImmGenATAC1219.peak_362298	human519138
ImmGenATAC1219.peak_362300	human519139
ImmGenATAC1219.peak_362305	human519145
ImmGenATAC1219.peak_362308	human519147
ImmGenATAC1219.peak_362317	human519188
ImmGenATAC1219.peak_362319	human519195
ImmGenATAC1219.peak_362326	human519210
ImmGenATAC1219.peak_362327	human519211
ImmGenATAC1219.peak_362330	human519221
ImmGenATAC1219.peak_362336	human519247
ImmGenATAC1219.peak_362365	human519326
ImmGenATAC1219.peak_362366	human519327
ImmGenATAC1219.peak_362380	human519349
ImmGenATAC1219.peak_362386	human519386
ImmGenATAC1219.peak_362387	human519387
ImmGenATAC1219.peak_362393	human519394
ImmGenATAC1219.peak_362395	human519397
ImmGenATAC1219.peak_362397	human519415
ImmGenATAC1219.peak_362399	human519416
ImmGenATAC1219.peak_362401	human519425
ImmGenATAC1219.peak_362404	human519430
ImmGenATAC1219.peak_362410	human519444
ImmGenATAC1219.peak_362412	human519446
ImmGenATAC1219.peak_362415	human519460
ImmGenATAC1219.peak_362419	human519481
ImmGenATAC1219.peak_362440	human519513
ImmGenATAC1219.peak_362451	human519548
ImmGenATAC1219.peak_362452	human519549
ImmGenATAC1219.peak_362457	human519579
ImmGenATAC1219.peak_362468	human519657
ImmGenATAC1219.peak_362473	human492226
ImmGenATAC1219.peak_362477	human492228
ImmGenATAC1219.peak_362478	human492231
ImmGenATAC1219.peak_362479	human492234
ImmGenATAC1219.peak_362481	human492236
ImmGenATAC1219.peak_362483	human492237
ImmGenATAC1219.peak_362484	human492238
ImmGenATAC1219.peak_362487	human492239
ImmGenATAC1219.peak_362488	human492245
ImmGenATAC1219.peak_362493	human492249
ImmGenATAC1219.peak_362517	human492257
ImmGenATAC1219.peak_362520	human492259
ImmGenATAC1219.peak_362522	human492261
ImmGenATAC1219.peak_362533	human492272
ImmGenATAC1219.peak_362542	human492281
ImmGenATAC1219.peak_362543	human492282
ImmGenATAC1219.peak_362545	human492284
ImmGenATAC1219.peak_362548	human492286
ImmGenATAC1219.peak_362558	human227212
ImmGenATAC1219.peak_362561	human227210
ImmGenATAC1219.peak_362568	human261907
ImmGenATAC1219.peak_362574	human261913
ImmGenATAC1219.peak_362578	human261918
ImmGenATAC1219.peak_362580	human261920
ImmGenATAC1219.peak_362592	human261936
ImmGenATAC1219.peak_362593	human261937
ImmGenATAC1219.peak_362595	human261938
ImmGenATAC1219.peak_362599	human261948
ImmGenATAC1219.peak_362608	human261957
ImmGenATAC1219.peak_362616	human261970
ImmGenATAC1219.peak_362618	human261971
ImmGenATAC1219.peak_362628	human261980
ImmGenATAC1219.peak_362650	human261998
ImmGenATAC1219.peak_362660	human262021
ImmGenATAC1219.peak_362666	human262028
ImmGenATAC1219.peak_362670	human262038
ImmGenATAC1219.peak_362674	human262050
ImmGenATAC1219.peak_362675	human262053
ImmGenATAC1219.peak_362686	human262067
ImmGenATAC1219.peak_362689	human262070
ImmGenATAC1219.peak_362697	human262077
ImmGenATAC1219.peak_362700	human262078
ImmGenATAC1219.peak_362706	human262084
ImmGenATAC1219.peak_362707	human262089
ImmGenATAC1219.peak_362708	human262090
ImmGenATAC1219.peak_362709	human262093
ImmGenATAC1219.peak_362710	human262095
ImmGenATAC1219.peak_362711	human262096
ImmGenATAC1219.peak_362714	human262105
ImmGenATAC1219.peak_362715	human262106
ImmGenATAC1219.peak_362727	human262118
ImmGenATAC1219.peak_362728	human262120
ImmGenATAC1219.peak_362730	human262121
ImmGenATAC1219.peak_362733	human262122
ImmGenATAC1219.peak_362739	human262129
ImmGenATAC1219.peak_362743	human262132
ImmGenATAC1219.peak_362747	human262134
ImmGenATAC1219.peak_362750	human262141
ImmGenATAC1219.peak_362757	human262148
ImmGenATAC1219.peak_362758	human262150
ImmGenATAC1219.peak_362777	human262169
ImmGenATAC1219.peak_362779	human262171
ImmGenATAC1219.peak_362782	human262174
ImmGenATAC1219.peak_362785	human262176
ImmGenATAC1219.peak_362792	human262182
ImmGenATAC1219.peak_362793	human262184
ImmGenATAC1219.peak_362796	human262188
ImmGenATAC1219.peak_362799	human262190
ImmGenATAC1219.peak_362800	human262191
ImmGenATAC1219.peak_362803	human262195
ImmGenATAC1219.peak_362804	human262196
ImmGenATAC1219.peak_362806	human262199
ImmGenATAC1219.peak_362807	human262200
ImmGenATAC1219.peak_362809	human262205
ImmGenATAC1219.peak_362810	human262207
ImmGenATAC1219.peak_362816	human262220
ImmGenATAC1219.peak_362818	human262223
ImmGenATAC1219.peak_362821	human262225
ImmGenATAC1219.peak_362823	human262228
ImmGenATAC1219.peak_362824	human262229
ImmGenATAC1219.peak_362825	human262230
ImmGenATAC1219.peak_362831	human262235
ImmGenATAC1219.peak_362846	human262260
ImmGenATAC1219.peak_362848	human262261
ImmGenATAC1219.peak_362849	human262263
ImmGenATAC1219.peak_362852	human262264
ImmGenATAC1219.peak_362854	human262265
ImmGenATAC1219.peak_362865	human262269
ImmGenATAC1219.peak_362869	human262277
ImmGenATAC1219.peak_362871	human262280
ImmGenATAC1219.peak_362872	human262281
ImmGenATAC1219.peak_362873	human262282
ImmGenATAC1219.peak_362882	human262298
ImmGenATAC1219.peak_362883	human262302
ImmGenATAC1219.peak_362884	human262304
ImmGenATAC1219.peak_362888	human262310
ImmGenATAC1219.peak_362890	human262311
ImmGenATAC1219.peak_362892	human262313
ImmGenATAC1219.peak_362894	human262314
ImmGenATAC1219.peak_362895	human262315
ImmGenATAC1219.peak_362897	human262321
ImmGenATAC1219.peak_362901	human262329
ImmGenATAC1219.peak_362902	human262330
ImmGenATAC1219.peak_362904	human262331
ImmGenATAC1219.peak_362909	human262333
ImmGenATAC1219.peak_362910	human262334
ImmGenATAC1219.peak_362913	human262339
ImmGenATAC1219.peak_362919	human262341
ImmGenATAC1219.peak_362928	human262343
ImmGenATAC1219.peak_362929	human262344
ImmGenATAC1219.peak_362931	human262349
ImmGenATAC1219.peak_362941	human262360
ImmGenATAC1219.peak_362947	human262362
ImmGenATAC1219.peak_362948	human262364
ImmGenATAC1219.peak_362950	human262365
ImmGenATAC1219.peak_362957	human262371
ImmGenATAC1219.peak_362960	human262373
ImmGenATAC1219.peak_362967	human262377
ImmGenATAC1219.peak_362968	human262378
ImmGenATAC1219.peak_362974	human262384
ImmGenATAC1219.peak_362975	human262388
ImmGenATAC1219.peak_362978	human262391
ImmGenATAC1219.peak_362981	human262395
ImmGenATAC1219.peak_362984	human262399
ImmGenATAC1219.peak_362987	human262405
ImmGenATAC1219.peak_362989	human262406
ImmGenATAC1219.peak_362991	human262409
ImmGenATAC1219.peak_362994	human262411
ImmGenATAC1219.peak_362995	human262413
ImmGenATAC1219.peak_362998	human262414
ImmGenATAC1219.peak_363003	human262420
ImmGenATAC1219.peak_363006	human262421
ImmGenATAC1219.peak_363008	human262423
ImmGenATAC1219.peak_363009	human262427
ImmGenATAC1219.peak_363010	human262429
ImmGenATAC1219.peak_363011	human262430
ImmGenATAC1219.peak_363016	human262435
ImmGenATAC1219.peak_363018	human262438
ImmGenATAC1219.peak_363019	human262439
ImmGenATAC1219.peak_363023	human262446
ImmGenATAC1219.peak_363026	human262452
ImmGenATAC1219.peak_363027	human262455
ImmGenATAC1219.peak_363028	human262456
ImmGenATAC1219.peak_363030	human262457
ImmGenATAC1219.peak_363033	human262464
ImmGenATAC1219.peak_363045	human262467
ImmGenATAC1219.peak_363047	human262471
ImmGenATAC1219.peak_363051	human262476
ImmGenATAC1219.peak_363053	human262481
ImmGenATAC1219.peak_363057	human262487
ImmGenATAC1219.peak_363065	human262499
ImmGenATAC1219.peak_363070	human262501
ImmGenATAC1219.peak_363073	human262503
ImmGenATAC1219.peak_363086	human262515
ImmGenATAC1219.peak_363088	human262517
ImmGenATAC1219.peak_363095	human262518
ImmGenATAC1219.peak_363100	human262519
ImmGenATAC1219.peak_363102	human262520
ImmGenATAC1219.peak_363110	human262521
ImmGenATAC1219.peak_363111	human262522
ImmGenATAC1219.peak_363125	human262524
ImmGenATAC1219.peak_363132	human262527
ImmGenATAC1219.peak_363141	human262529
ImmGenATAC1219.peak_363144	human262536
ImmGenATAC1219.peak_363150	human262538
ImmGenATAC1219.peak_363152	human262542
ImmGenATAC1219.peak_363154	human262543
ImmGenATAC1219.peak_363165	human262555
ImmGenATAC1219.peak_363166	human262558
ImmGenATAC1219.peak_363167	human262561
ImmGenATAC1219.peak_363171	human262564
ImmGenATAC1219.peak_363177	human262571
ImmGenATAC1219.peak_363178	human262574
ImmGenATAC1219.peak_363180	human262583
ImmGenATAC1219.peak_363182	human262585
ImmGenATAC1219.peak_363188	human262590
ImmGenATAC1219.peak_363190	human262598
ImmGenATAC1219.peak_363193	human262599
ImmGenATAC1219.peak_363194	human262600
ImmGenATAC1219.peak_363196	human262601
ImmGenATAC1219.peak_363198	human262602
ImmGenATAC1219.peak_363199	human262603
ImmGenATAC1219.peak_363200	human262605
ImmGenATAC1219.peak_363202	human262606
ImmGenATAC1219.peak_363203	human262607
ImmGenATAC1219.peak_363204	human262612
ImmGenATAC1219.peak_363205	human262614
ImmGenATAC1219.peak_363206	human262620
ImmGenATAC1219.peak_363210	human262631
ImmGenATAC1219.peak_363211	human262632
ImmGenATAC1219.peak_363215	human262639
ImmGenATAC1219.peak_363223	human262654
ImmGenATAC1219.peak_363228	human262659
ImmGenATAC1219.peak_363230	human262661
ImmGenATAC1219.peak_363231	human262663
ImmGenATAC1219.peak_363233	human262664
ImmGenATAC1219.peak_363234	human262665
ImmGenATAC1219.peak_363253	human262683
ImmGenATAC1219.peak_363258	human262693
ImmGenATAC1219.peak_363262	human262702
ImmGenATAC1219.peak_363266	human262708
ImmGenATAC1219.peak_363269	human262710
ImmGenATAC1219.peak_363272	human262712
ImmGenATAC1219.peak_363275	human262718
ImmGenATAC1219.peak_363278	human262723
ImmGenATAC1219.peak_363285	human262735
ImmGenATAC1219.peak_363289	human262738
ImmGenATAC1219.peak_363304	human262744
ImmGenATAC1219.peak_363305	human262745
ImmGenATAC1219.peak_363307	human262747
ImmGenATAC1219.peak_363323	human262755
ImmGenATAC1219.peak_363324	human262756
ImmGenATAC1219.peak_363326	human262757
ImmGenATAC1219.peak_363328	human262759
ImmGenATAC1219.peak_363329	human262766
ImmGenATAC1219.peak_363336	human262800
ImmGenATAC1219.peak_363338	human262807
ImmGenATAC1219.peak_363351	human227293
ImmGenATAC1219.peak_363353	human227289
ImmGenATAC1219.peak_363354	human227286
ImmGenATAC1219.peak_363356	human227284
ImmGenATAC1219.peak_363358	human227279
ImmGenATAC1219.peak_363364	human227237
ImmGenATAC1219.peak_363368	human331676
ImmGenATAC1219.peak_363370	human331680
ImmGenATAC1219.peak_363372	human331682
ImmGenATAC1219.peak_363376	human331684
ImmGenATAC1219.peak_363377	human331686
ImmGenATAC1219.peak_363387	human331692
ImmGenATAC1219.peak_363394	human331708
ImmGenATAC1219.peak_363397	human331711
ImmGenATAC1219.peak_363405	human331722
ImmGenATAC1219.peak_363417	human331732
ImmGenATAC1219.peak_363420	human331736
ImmGenATAC1219.peak_363421	human331737
ImmGenATAC1219.peak_363423	human331741
ImmGenATAC1219.peak_363427	human331747
ImmGenATAC1219.peak_363428	human331748
ImmGenATAC1219.peak_363430	human331749
ImmGenATAC1219.peak_363431	human331752
ImmGenATAC1219.peak_363433	human331764
ImmGenATAC1219.peak_363437	human331768
ImmGenATAC1219.peak_363439	human331770
ImmGenATAC1219.peak_363444	human331780
ImmGenATAC1219.peak_363447	human331783
ImmGenATAC1219.peak_363451	human379601
ImmGenATAC1219.peak_363454	human379622
ImmGenATAC1219.peak_363458	human379626
ImmGenATAC1219.peak_363462	human379632
ImmGenATAC1219.peak_363470	human379643
ImmGenATAC1219.peak_363471	human379644
ImmGenATAC1219.peak_363473	human379648
ImmGenATAC1219.peak_363485	human379675
ImmGenATAC1219.peak_363487	human379676
ImmGenATAC1219.peak_363505	human379687
ImmGenATAC1219.peak_363506	human379688
ImmGenATAC1219.peak_363531	human379717
ImmGenATAC1219.peak_363532	human379718
ImmGenATAC1219.peak_363534	human379724
ImmGenATAC1219.peak_363537	human379738
ImmGenATAC1219.peak_363542	human379741
ImmGenATAC1219.peak_363554	human379752
ImmGenATAC1219.peak_363563	human379763
ImmGenATAC1219.peak_363570	human379768
ImmGenATAC1219.peak_363571	human379772
ImmGenATAC1219.peak_363575	human379778
ImmGenATAC1219.peak_363582	human379803
ImmGenATAC1219.peak_363598	human379816
ImmGenATAC1219.peak_363599	human379817
ImmGenATAC1219.peak_363600	human379818
ImmGenATAC1219.peak_363603	human379828
ImmGenATAC1219.peak_363604	human379829
ImmGenATAC1219.peak_363606	human379836
ImmGenATAC1219.peak_363612	human379868
ImmGenATAC1219.peak_363614	human379869
ImmGenATAC1219.peak_363618	human379879
ImmGenATAC1219.peak_363619	human379882
ImmGenATAC1219.peak_363620	human379883
ImmGenATAC1219.peak_363626	human379905
ImmGenATAC1219.peak_363627	human379906
ImmGenATAC1219.peak_363629	human379907
ImmGenATAC1219.peak_363632	human379912
ImmGenATAC1219.peak_363636	human379930
ImmGenATAC1219.peak_363637	human379931
ImmGenATAC1219.peak_363645	human379938
ImmGenATAC1219.peak_363647	human379939
ImmGenATAC1219.peak_363648	human379940
ImmGenATAC1219.peak_363653	human379946
ImmGenATAC1219.peak_363672	human379977
ImmGenATAC1219.peak_363680	human379984
ImmGenATAC1219.peak_363681	human379985
ImmGenATAC1219.peak_363687	human379991
ImmGenATAC1219.peak_363689	human379992
ImmGenATAC1219.peak_363690	human379993
ImmGenATAC1219.peak_363692	human379995
ImmGenATAC1219.peak_363711	human380026
ImmGenATAC1219.peak_363713	human380028
ImmGenATAC1219.peak_363715	human380039
ImmGenATAC1219.peak_363716	human380045
ImmGenATAC1219.peak_363717	human380047
ImmGenATAC1219.peak_363718	human380048
ImmGenATAC1219.peak_363719	human380053
ImmGenATAC1219.peak_363721	human380055
ImmGenATAC1219.peak_363727	human380065
ImmGenATAC1219.peak_363729	human380069
ImmGenATAC1219.peak_363737	human380076
ImmGenATAC1219.peak_363740	human380078
ImmGenATAC1219.peak_363754	human380083
ImmGenATAC1219.peak_363765	human380098
ImmGenATAC1219.peak_363770	human380111
ImmGenATAC1219.peak_363774	human380113
ImmGenATAC1219.peak_363775	human380114
ImmGenATAC1219.peak_363777	human380115
ImmGenATAC1219.peak_363778	human380116
ImmGenATAC1219.peak_363791	human380138
ImmGenATAC1219.peak_363799	human380144
ImmGenATAC1219.peak_363801	human380145
ImmGenATAC1219.peak_363803	human380154
ImmGenATAC1219.peak_363806	human380158
ImmGenATAC1219.peak_363809	human380173
ImmGenATAC1219.peak_363839	human380223
ImmGenATAC1219.peak_363841	human380228
ImmGenATAC1219.peak_363844	human380232
ImmGenATAC1219.peak_363846	human380239
ImmGenATAC1219.peak_363848	human380240
ImmGenATAC1219.peak_363850	human380248
ImmGenATAC1219.peak_363853	human380253
ImmGenATAC1219.peak_363854	human380257
ImmGenATAC1219.peak_363856	human380260
ImmGenATAC1219.peak_363857	human380261
ImmGenATAC1219.peak_363858	human380264
ImmGenATAC1219.peak_363859	human380265
ImmGenATAC1219.peak_363860	human380266
ImmGenATAC1219.peak_363861	human380267
ImmGenATAC1219.peak_363862	human380268
ImmGenATAC1219.peak_363863	human380269
ImmGenATAC1219.peak_363864	human380270
ImmGenATAC1219.peak_363867	human380273
ImmGenATAC1219.peak_363868	human380276
ImmGenATAC1219.peak_363869	human380277
ImmGenATAC1219.peak_363871	human380279
ImmGenATAC1219.peak_363872	human380281
ImmGenATAC1219.peak_363873	human380282
ImmGenATAC1219.peak_363874	human380283
ImmGenATAC1219.peak_363875	human380284
ImmGenATAC1219.peak_363876	human380286
ImmGenATAC1219.peak_363877	human380288
ImmGenATAC1219.peak_363878	human380289
ImmGenATAC1219.peak_363879	human380291
ImmGenATAC1219.peak_363885	human380308
ImmGenATAC1219.peak_363887	human380310
ImmGenATAC1219.peak_363888	human380311
ImmGenATAC1219.peak_363898	human380351
ImmGenATAC1219.peak_363899	human380352
ImmGenATAC1219.peak_363900	human380355
ImmGenATAC1219.peak_363904	human380359
ImmGenATAC1219.peak_363909	human380379
ImmGenATAC1219.peak_363918	human380408
ImmGenATAC1219.peak_363919	human380410
ImmGenATAC1219.peak_363920	human380411
ImmGenATAC1219.peak_363921	human380412
ImmGenATAC1219.peak_363938	human380452
ImmGenATAC1219.peak_363944	human380461
ImmGenATAC1219.peak_363945	human380464
ImmGenATAC1219.peak_363955	human380483
ImmGenATAC1219.peak_363956	human380484
ImmGenATAC1219.peak_363964	human380502
ImmGenATAC1219.peak_363974	human380519
ImmGenATAC1219.peak_363980	human380526
ImmGenATAC1219.peak_363981	human380527
ImmGenATAC1219.peak_363982	human380528
ImmGenATAC1219.peak_363983	human380530
ImmGenATAC1219.peak_363989	human380540
ImmGenATAC1219.peak_363991	human380542
ImmGenATAC1219.peak_363995	human380547
ImmGenATAC1219.peak_363999	human380550
ImmGenATAC1219.peak_364003	human380561
ImmGenATAC1219.peak_364019	human380600
ImmGenATAC1219.peak_364021	human380601
ImmGenATAC1219.peak_364026	human380617
ImmGenATAC1219.peak_364067	human380671
ImmGenATAC1219.peak_364085	human380703
ImmGenATAC1219.peak_364086	human380702
ImmGenATAC1219.peak_364090	human382064
ImmGenATAC1219.peak_364104	human382031
ImmGenATAC1219.peak_364129	human381990
ImmGenATAC1219.peak_364130	human381978
ImmGenATAC1219.peak_364138	human381965
ImmGenATAC1219.peak_364157	human381928
ImmGenATAC1219.peak_364159	human381921
ImmGenATAC1219.peak_364164	human381915
ImmGenATAC1219.peak_364167	human381914
ImmGenATAC1219.peak_364189	human381884
ImmGenATAC1219.peak_364202	human381863
ImmGenATAC1219.peak_364204	human381859
ImmGenATAC1219.peak_364207	human381857
ImmGenATAC1219.peak_364210	human381850
ImmGenATAC1219.peak_364213	human381848
ImmGenATAC1219.peak_364216	human381845
ImmGenATAC1219.peak_364222	human381833
ImmGenATAC1219.peak_364226	human381813
ImmGenATAC1219.peak_364231	human381805
ImmGenATAC1219.peak_364232	human381803
ImmGenATAC1219.peak_364233	human381800
ImmGenATAC1219.peak_364234	human381798
ImmGenATAC1219.peak_364236	human381797
ImmGenATAC1219.peak_364237	human381796
ImmGenATAC1219.peak_364239	human381795
ImmGenATAC1219.peak_364240	human381794
ImmGenATAC1219.peak_364241	human381790
ImmGenATAC1219.peak_364242	human381783
ImmGenATAC1219.peak_364248	human381775
ImmGenATAC1219.peak_364252	human381769
ImmGenATAC1219.peak_364253	human381763
ImmGenATAC1219.peak_364254	human381761
ImmGenATAC1219.peak_364255	human381760
ImmGenATAC1219.peak_364258	human381759
ImmGenATAC1219.peak_364259	human381756
ImmGenATAC1219.peak_364272	human381740
ImmGenATAC1219.peak_364276	human381735
ImmGenATAC1219.peak_364282	human381726
ImmGenATAC1219.peak_364286	human381722
ImmGenATAC1219.peak_364298	human381713
ImmGenATAC1219.peak_364307	human381701
ImmGenATAC1219.peak_364312	human381687
ImmGenATAC1219.peak_364315	human381676
ImmGenATAC1219.peak_364317	human381675
ImmGenATAC1219.peak_364330	human381668
ImmGenATAC1219.peak_364354	human381642
ImmGenATAC1219.peak_364360	human381639
ImmGenATAC1219.peak_364373	human381621
ImmGenATAC1219.peak_364387	human381607
ImmGenATAC1219.peak_364394	human381603
ImmGenATAC1219.peak_364398	human381585
ImmGenATAC1219.peak_364456	human381532
ImmGenATAC1219.peak_364457	human381531
ImmGenATAC1219.peak_364459	human381528
ImmGenATAC1219.peak_364470	human381521
ImmGenATAC1219.peak_364488	human381512
ImmGenATAC1219.peak_364497	human381499
ImmGenATAC1219.peak_364502	human381490
ImmGenATAC1219.peak_364525	human381480
ImmGenATAC1219.peak_364526	human381479
ImmGenATAC1219.peak_364539	human381476
ImmGenATAC1219.peak_364544	human381472
ImmGenATAC1219.peak_364547	human381471
ImmGenATAC1219.peak_364568	human381427
ImmGenATAC1219.peak_364569	human381425
ImmGenATAC1219.peak_364574	human381418
ImmGenATAC1219.peak_364575	human381416
ImmGenATAC1219.peak_364577	human381413
ImmGenATAC1219.peak_364579	human381409
ImmGenATAC1219.peak_364581	human381403
ImmGenATAC1219.peak_364594	human381390
ImmGenATAC1219.peak_364596	human381386
ImmGenATAC1219.peak_364597	human381385
ImmGenATAC1219.peak_364606	human381383
ImmGenATAC1219.peak_364609	human381380
ImmGenATAC1219.peak_364615	human381378
ImmGenATAC1219.peak_364624	human381375
ImmGenATAC1219.peak_364626	human381370
ImmGenATAC1219.peak_364627	human381369
ImmGenATAC1219.peak_364628	human381368
ImmGenATAC1219.peak_364632	human381365
ImmGenATAC1219.peak_364633	human381363
ImmGenATAC1219.peak_364636	human381360
ImmGenATAC1219.peak_364637	human381358
ImmGenATAC1219.peak_364638	human381357
ImmGenATAC1219.peak_364639	human381356
ImmGenATAC1219.peak_364641	human381355
ImmGenATAC1219.peak_364642	human381354
ImmGenATAC1219.peak_364645	human381349
ImmGenATAC1219.peak_364646	human381348
ImmGenATAC1219.peak_364648	human381346
ImmGenATAC1219.peak_364650	human381343
ImmGenATAC1219.peak_364657	human381335
ImmGenATAC1219.peak_364663	human381321
ImmGenATAC1219.peak_364665	human381320
ImmGenATAC1219.peak_364678	human381309
ImmGenATAC1219.peak_364684	human381302
ImmGenATAC1219.peak_364685	human381301
ImmGenATAC1219.peak_364686	human381300
ImmGenATAC1219.peak_364688	human381299
